id,year,state_name,state_code,cause,gender,number_of_deaths
8364,2020,Mizoram,15,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Female,4
8365,2020,Mizoram,15,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Male,8
8368,2020,Mizoram,15,Unemployment,Male,2
8371,2020,Nagaland,13,Bankruptcy Or Indebtedness,Male,2
8373,2020,Nagaland,13,Causes Not Known,Female,3
8374,2020,Nagaland,13,Causes Not Known,Male,10
8377,2020,Nagaland,13,Death Of Dear Person,Male,1
8380,2020,Nagaland,13,Drug Abuse/Alcoholic Addiction,Male,3
8382,2020,Nagaland,13,Failure In Examination,Female,1
8386,2020,Nagaland,13,Fall In Social Reputation,Male,4
8389,2020,Nagaland,13,Family Problems,Male,1
8403,2020,Nagaland,13,Illness (Insanity/Mental Illness),Female,1
8404,2020,Nagaland,13,Illness (Insanity/Mental Illness),Male,1
8412,2020,Nagaland,13,Illness (Total),Female,1
8413,2020,Nagaland,13,Illness (Total),Male,1
8418,2020,Nagaland,13,Love Affairs,Female,2
8419,2020,Nagaland,13,Love Affairs,Male,6
8421,2020,Nagaland,13,Marriage Related Issues (Divorce),Female,1
8427,2020,Nagaland,13,Marriage Related Issues (Extra Marital Affairs),Female,1
8428,2020,Nagaland,13,Marriage Related Issues (Extra Marital Affairs),Male,1
8430,2020,Nagaland,13,Marriage Related Issues (Non-Settlement Of Marriage),Female,2
8436,2020,Nagaland,13,Marriage Related Issues (Total),Female,4
8437,2020,Nagaland,13,Marriage Related Issues (Total),Male,1
8445,2020,Nagaland,13,Poverty,Female,1
8452,2020,Nagaland,13,Property Dispute,Male,5
8458,2020,Nagaland,13,Unemployment,Male,2
8460,2020,Odisha,21,Bankruptcy Or Indebtedness,Female,2
8461,2020,Odisha,21,Bankruptcy Or Indebtedness,Male,24
8463,2020,Odisha,21,Causes Not Known,Female,227
8464,2020,Odisha,21,Causes Not Known,Male,211
8470,2020,Odisha,21,Drug Abuse/Alcoholic Addiction,Male,2
8472,2020,Odisha,21,Failure In Examination,Female,8
8473,2020,Odisha,21,Failure In Examination,Male,9
8478,2020,Odisha,21,Family Problems,Female,1195
8479,2020,Odisha,21,Family Problems,Male,3311
8493,2020,Odisha,21,Illness (Insanity/Mental Illness),Female,2
8494,2020,Odisha,21,Illness (Insanity/Mental Illness),Male,6
8496,2020,Odisha,21,Illness (Other Prolonged Illness),Female,25
8497,2020,Odisha,21,Illness (Other Prolonged Illness),Male,45
8502,2020,Odisha,21,Illness (Total),Female,27
8503,2020,Odisha,21,Illness (Total),Male,51
8508,2020,Odisha,21,Love Affairs,Female,50
8509,2020,Odisha,21,Love Affairs,Male,61
8511,2020,Odisha,21,Marriage Related Issues (Divorce),Female,2
8514,2020,Odisha,21,Marriage Related Issues (Dowry Related Issues),Female,32
8515,2020,Odisha,21,Marriage Related Issues (Dowry Related Issues),Male,17
8517,2020,Odisha,21,Marriage Related Issues (Extra Marital Affairs),Female,14
8518,2020,Odisha,21,Marriage Related Issues (Extra Marital Affairs),Male,23
8520,2020,Odisha,21,Marriage Related Issues (Non-Settlement Of Marriage),Female,22
8521,2020,Odisha,21,Marriage Related Issues (Non-Settlement Of Marriage),Male,26
8523,2020,Odisha,21,Marriage Related Issues (Others),Female,34
8524,2020,Odisha,21,Marriage Related Issues (Others),Male,80
8526,2020,Odisha,21,Marriage Related Issues (Total),Female,104
8527,2020,Odisha,21,Marriage Related Issues (Total),Male,146
8529,2020,Odisha,21,Other Causes,Female,14
8530,2020,Odisha,21,Other Causes,Male,63
8535,2020,Odisha,21,Poverty,Female,1
8536,2020,Odisha,21,Poverty,Male,1
8538,2020,Odisha,21,Professional/Career Problem,Female,3
8539,2020,Odisha,21,Professional/Career Problem,Male,11
8542,2020,Odisha,21,Property Dispute,Male,7
8544,2020,Odisha,21,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Female,6
8545,2020,Odisha,21,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Male,6
8548,2020,Odisha,21,Unemployment,Male,6
8550,2020,Puducherry,34,Bankruptcy Or Indebtedness,Female,5
8551,2020,Puducherry,34,Bankruptcy Or Indebtedness,Male,10
8554,2020,Puducherry,34,Causes Not Known,Male,25
8556,2020,Puducherry,34,Death Of Dear Person,Female,2
8557,2020,Puducherry,34,Death Of Dear Person,Male,7
8568,2020,Puducherry,34,Family Problems,Female,20
8569,2020,Puducherry,34,Family Problems,Male,66
8583,2020,Puducherry,34,Illness (Insanity/Mental Illness),Female,4
8584,2020,Puducherry,34,Illness (Insanity/Mental Illness),Male,10
8586,2020,Puducherry,34,Illness (Other Prolonged Illness),Female,22
8587,2020,Puducherry,34,Illness (Other Prolonged Illness),Male,63
8592,2020,Puducherry,34,Illness (Total),Female,26
8593,2020,Puducherry,34,Illness (Total),Male,73
8599,2020,Puducherry,34,Love Affairs,Male,7
8605,2020,Puducherry,34,Marriage Related Issues (Dowry Related Issues),Male,3
8611,2020,Puducherry,34,Marriage Related Issues (Non-Settlement Of Marriage),Male,2
8617,2020,Puducherry,34,Marriage Related Issues (Total),Male,5
8619,2020,Puducherry,34,Other Causes,Female,56
8620,2020,Puducherry,34,Other Causes,Male,100
8638,2020,Puducherry,34,Unemployment,Male,6
8640,2020,Punjab,3,Bankruptcy Or Indebtedness,Female,8
8641,2020,Punjab,3,Bankruptcy Or Indebtedness,Male,97
8643,2020,Punjab,3,Causes Not Known,Female,9
8644,2020,Punjab,3,Causes Not Known,Male,82
8646,2020,Punjab,3,Death Of Dear Person,Female,5
8647,2020,Punjab,3,Death Of Dear Person,Male,17
8649,2020,Punjab,3,Drug Abuse/Alcoholic Addiction,Female,1
8650,2020,Punjab,3,Drug Abuse/Alcoholic Addiction,Male,71
8652,2020,Punjab,3,Failure In Examination,Female,19
8653,2020,Punjab,3,Failure In Examination,Male,21
8655,2020,Punjab,3,Fall In Social Reputation,Female,12
8656,2020,Punjab,3,Fall In Social Reputation,Male,21
8658,2020,Punjab,3,Family Problems,Female,158
8659,2020,Punjab,3,Family Problems,Male,405
8662,2020,Punjab,3,Ideological Causes/Hero Worshipping,Male,1
8671,2020,Punjab,3,Illness (Cancer),Male,7
8673,2020,Punjab,3,Illness (Insanity/Mental Illness),Female,194
8674,2020,Punjab,3,Illness (Insanity/Mental Illness),Male,669
8676,2020,Punjab,3,Illness (Other Prolonged Illness),Female,19
8677,2020,Punjab,3,Illness (Other Prolonged Illness),Male,57
8678,2020,Punjab,3,Illness (Other Prolonged Illness),Transgender,1
8680,2020,Punjab,3,Illness (Paralysis),Male,4
8682,2020,Punjab,3,Illness (Total),Female,213
8683,2020,Punjab,3,Illness (Total),Male,737
8684,2020,Punjab,3,Illness (Total),Transgender,1
8685,2020,Punjab,3,Impotency/Infertility,Female,2
8686,2020,Punjab,3,Impotency/Infertility,Male,3
8688,2020,Punjab,3,Love Affairs,Female,36
8689,2020,Punjab,3,Love Affairs,Male,52
8691,2020,Punjab,3,Marriage Related Issues (Divorce),Female,5
8692,2020,Punjab,3,Marriage Related Issues (Divorce),Male,5
8694,2020,Punjab,3,Marriage Related Issues (Dowry Related Issues),Female,23
8695,2020,Punjab,3,Marriage Related Issues (Dowry Related Issues),Male,1
8697,2020,Punjab,3,Marriage Related Issues (Extra Marital Affairs),Female,11
8698,2020,Punjab,3,Marriage Related Issues (Extra Marital Affairs),Male,21
8700,2020,Punjab,3,Marriage Related Issues (Non-Settlement Of Marriage),Female,58
8701,2020,Punjab,3,Marriage Related Issues (Non-Settlement Of Marriage),Male,61
8703,2020,Punjab,3,Marriage Related Issues (Others),Female,10
8704,2020,Punjab,3,Marriage Related Issues (Others),Male,10
8706,2020,Punjab,3,Marriage Related Issues (Total),Female,107
8707,2020,Punjab,3,Marriage Related Issues (Total),Male,98
8709,2020,Punjab,3,Other Causes,Female,13
8710,2020,Punjab,3,Other Causes,Male,28
8712,2020,Punjab,3,"Physical Abuse (Rape, Etc.)",Female,4
8713,2020,Punjab,3,"Physical Abuse (Rape, Etc.)",Male,2
8715,2020,Punjab,3,Poverty,Female,17
8716,2020,Punjab,3,Poverty,Male,141
8718,2020,Punjab,3,Professional/Career Problem,Female,5
8719,2020,Punjab,3,Professional/Career Problem,Male,49
8721,2020,Punjab,3,Property Dispute,Female,5
8722,2020,Punjab,3,Property Dispute,Male,61
8724,2020,Punjab,3,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Female,3
8725,2020,Punjab,3,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Male,7
8727,2020,Punjab,3,Unemployment,Female,6
8728,2020,Punjab,3,Unemployment,Male,99
8731,2020,Rajasthan,8,Bankruptcy Or Indebtedness,Male,8
8733,2020,Rajasthan,8,Causes Not Known,Female,228
8734,2020,Rajasthan,8,Causes Not Known,Male,583
8736,2020,Rajasthan,8,Death Of Dear Person,Female,7
8737,2020,Rajasthan,8,Death Of Dear Person,Male,14
8740,2020,Rajasthan,8,Drug Abuse/Alcoholic Addiction,Male,160
8742,2020,Rajasthan,8,Failure In Examination,Female,38
8743,2020,Rajasthan,8,Failure In Examination,Male,62
8745,2020,Rajasthan,8,Fall In Social Reputation,Female,3
8746,2020,Rajasthan,8,Fall In Social Reputation,Male,26
8748,2020,Rajasthan,8,Family Problems,Female,623
8749,2020,Rajasthan,8,Family Problems,Male,1454
8752,2020,Rajasthan,8,Ideological Causes/Hero Worshipping,Male,1
8760,2020,Rajasthan,8,Illness (Cancer),Female,11
8761,2020,Rajasthan,8,Illness (Cancer),Male,26
8763,2020,Rajasthan,8,Illness (Insanity/Mental Illness),Female,157
8764,2020,Rajasthan,8,Illness (Insanity/Mental Illness),Male,476
8765,2020,Rajasthan,8,Illness (Insanity/Mental Illness),Transgender,1
8766,2020,Rajasthan,8,Illness (Other Prolonged Illness),Female,23
8767,2020,Rajasthan,8,Illness (Other Prolonged Illness),Male,110
8769,2020,Rajasthan,8,Illness (Paralysis),Female,3
8770,2020,Rajasthan,8,Illness (Paralysis),Male,11
8772,2020,Rajasthan,8,Illness (Total),Female,194
8773,2020,Rajasthan,8,Illness (Total),Male,623
8774,2020,Rajasthan,8,Illness (Total),Transgender,1
8775,2020,Rajasthan,8,Impotency/Infertility,Female,2
8776,2020,Rajasthan,8,Impotency/Infertility,Male,1
8778,2020,Rajasthan,8,Love Affairs,Female,229
8779,2020,Rajasthan,8,Love Affairs,Male,432
8781,2020,Rajasthan,8,Marriage Related Issues (Divorce),Female,26
8782,2020,Rajasthan,8,Marriage Related Issues (Divorce),Male,29
8784,2020,Rajasthan,8,Marriage Related Issues (Dowry Related Issues),Female,77
8785,2020,Rajasthan,8,Marriage Related Issues (Dowry Related Issues),Male,47
8787,2020,Rajasthan,8,Marriage Related Issues (Extra Marital Affairs),Female,54
8788,2020,Rajasthan,8,Marriage Related Issues (Extra Marital Affairs),Male,86
8790,2020,Rajasthan,8,Marriage Related Issues (Non-Settlement Of Marriage),Female,71
8791,2020,Rajasthan,8,Marriage Related Issues (Non-Settlement Of Marriage),Male,92
8793,2020,Rajasthan,8,Marriage Related Issues (Others),Female,9
8794,2020,Rajasthan,8,Marriage Related Issues (Others),Male,11
8796,2020,Rajasthan,8,Marriage Related Issues (Total),Female,237
8797,2020,Rajasthan,8,Marriage Related Issues (Total),Male,265
8799,2020,Rajasthan,8,Other Causes,Female,1
8800,2020,Rajasthan,8,Other Causes,Male,5
8802,2020,Rajasthan,8,"Physical Abuse (Rape, Etc.)",Female,2
8805,2020,Rajasthan,8,Poverty,Female,10
8806,2020,Rajasthan,8,Poverty,Male,83
8808,2020,Rajasthan,8,Professional/Career Problem,Female,8
8809,2020,Rajasthan,8,Professional/Career Problem,Male,40
8811,2020,Rajasthan,8,Property Dispute,Female,23
8812,2020,Rajasthan,8,Property Dispute,Male,117
8814,2020,Rajasthan,8,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Female,18
8815,2020,Rajasthan,8,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Male,42
8817,2020,Rajasthan,8,Unemployment,Female,7
8818,2020,Rajasthan,8,Unemployment,Male,111
8823,2020,Sikkim,11,Causes Not Known,Female,3
8824,2020,Sikkim,11,Causes Not Known,Male,10
8827,2020,Sikkim,11,Death Of Dear Person,Male,3
8829,2020,Sikkim,11,Drug Abuse/Alcoholic Addiction,Female,4
8830,2020,Sikkim,11,Drug Abuse/Alcoholic Addiction,Male,38
8832,2020,Sikkim,11,Failure In Examination,Female,3
8833,2020,Sikkim,11,Failure In Examination,Male,4
8835,2020,Sikkim,11,Fall In Social Reputation,Female,1
8836,2020,Sikkim,11,Fall In Social Reputation,Male,1
8838,2020,Sikkim,11,Family Problems,Female,25
8839,2020,Sikkim,11,Family Problems,Male,23
8853,2020,Sikkim,11,Illness (Insanity/Mental Illness),Female,13
8854,2020,Sikkim,11,Illness (Insanity/Mental Illness),Male,51
8856,2020,Sikkim,11,Illness (Other Prolonged Illness),Female,2
8857,2020,Sikkim,11,Illness (Other Prolonged Illness),Male,16
8862,2020,Sikkim,11,Illness (Total),Female,15
8863,2020,Sikkim,11,Illness (Total),Male,67
8868,2020,Sikkim,11,Love Affairs,Female,1
8869,2020,Sikkim,11,Love Affairs,Male,7
8877,2020,Sikkim,11,Marriage Related Issues (Extra Marital Affairs),Female,2
8880,2020,Sikkim,11,Marriage Related Issues (Non-Settlement Of Marriage),Female,1
8884,2020,Sikkim,11,Marriage Related Issues (Others),Male,2
8886,2020,Sikkim,11,Marriage Related Issues (Total),Female,3
8887,2020,Sikkim,11,Marriage Related Issues (Total),Male,2
8889,2020,Sikkim,11,Other Causes,Female,8
8890,2020,Sikkim,11,Other Causes,Male,26
8896,2020,Sikkim,11,Poverty,Male,3
8898,2020,Sikkim,11,Professional/Career Problem,Female,2
8899,2020,Sikkim,11,Professional/Career Problem,Male,24
8904,2020,Sikkim,11,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Female,2
8905,2020,Sikkim,11,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Male,1
8907,2020,Sikkim,11,Unemployment,Female,1
8908,2020,Sikkim,11,Unemployment,Male,8
8910,2020,Tamil Nadu,33,Bankruptcy Or Indebtedness,Female,82
8911,2020,Tamil Nadu,33,Bankruptcy Or Indebtedness,Male,441
8912,2020,Tamil Nadu,33,Bankruptcy Or Indebtedness,Transgender,1
8913,2020,Tamil Nadu,33,Causes Not Known,Female,28
8914,2020,Tamil Nadu,33,Causes Not Known,Male,62
8916,2020,Tamil Nadu,33,Death Of Dear Person,Female,108
8917,2020,Tamil Nadu,33,Death Of Dear Person,Male,226
8918,2020,Tamil Nadu,33,Death Of Dear Person,Transgender,1
8919,2020,Tamil Nadu,33,Drug Abuse/Alcoholic Addiction,Female,13
8920,2020,Tamil Nadu,33,Drug Abuse/Alcoholic Addiction,Male,1364
8922,2020,Tamil Nadu,33,Failure In Examination,Female,34
8923,2020,Tamil Nadu,33,Failure In Examination,Male,49
8926,2020,Tamil Nadu,33,Fall In Social Reputation,Male,5
8928,2020,Tamil Nadu,33,Family Problems,Female,2653
8929,2020,Tamil Nadu,33,Family Problems,Male,4866
8930,2020,Tamil Nadu,33,Family Problems,Transgender,4
8932,2020,Tamil Nadu,33,Ideological Causes/Hero Worshipping,Male,2
8934,2020,Tamil Nadu,33,Illegitimate Pregnancy (Other Than Extra Marital Affairs),Female,1
8937,2020,Tamil Nadu,33,Illness (Aids/Std),Female,1
8938,2020,Tamil Nadu,33,Illness (Aids/Std),Male,9
8940,2020,Tamil Nadu,33,Illness (Cancer),Female,60
8941,2020,Tamil Nadu,33,Illness (Cancer),Male,156
8943,2020,Tamil Nadu,33,Illness (Insanity/Mental Illness),Female,436
8944,2020,Tamil Nadu,33,Illness (Insanity/Mental Illness),Male,806
8945,2020,Tamil Nadu,33,Illness (Insanity/Mental Illness),Transgender,1
8946,2020,Tamil Nadu,33,Illness (Other Prolonged Illness),Female,1020
8947,2020,Tamil Nadu,33,Illness (Other Prolonged Illness),Male,1784
8948,2020,Tamil Nadu,33,Illness (Other Prolonged Illness),Transgender,1
8949,2020,Tamil Nadu,33,Illness (Paralysis),Female,39
8950,2020,Tamil Nadu,33,Illness (Paralysis),Male,110
8952,2020,Tamil Nadu,33,Illness (Total),Female,1556
8953,2020,Tamil Nadu,33,Illness (Total),Male,2865
8954,2020,Tamil Nadu,33,Illness (Total),Transgender,2
8955,2020,Tamil Nadu,33,Impotency/Infertility,Female,26
8956,2020,Tamil Nadu,33,Impotency/Infertility,Male,34
8958,2020,Tamil Nadu,33,Love Affairs,Female,231
8959,2020,Tamil Nadu,33,Love Affairs,Male,278
8961,2020,Tamil Nadu,33,Marriage Related Issues (Divorce),Female,45
8962,2020,Tamil Nadu,33,Marriage Related Issues (Divorce),Male,37
8964,2020,Tamil Nadu,33,Marriage Related Issues (Dowry Related Issues),Female,31
8965,2020,Tamil Nadu,33,Marriage Related Issues (Dowry Related Issues),Male,7
8967,2020,Tamil Nadu,33,Marriage Related Issues (Extra Marital Affairs),Female,55
8968,2020,Tamil Nadu,33,Marriage Related Issues (Extra Marital Affairs),Male,26
8970,2020,Tamil Nadu,33,Marriage Related Issues (Non-Settlement Of Marriage),Female,44
8971,2020,Tamil Nadu,33,Marriage Related Issues (Non-Settlement Of Marriage),Male,130
8973,2020,Tamil Nadu,33,Marriage Related Issues (Others),Female,18
8974,2020,Tamil Nadu,33,Marriage Related Issues (Others),Male,18
8976,2020,Tamil Nadu,33,Marriage Related Issues (Total),Female,193
8977,2020,Tamil Nadu,33,Marriage Related Issues (Total),Male,218
8979,2020,Tamil Nadu,33,Other Causes,Female,209
8980,2020,Tamil Nadu,33,Other Causes,Male,546
8981,2020,Tamil Nadu,33,Other Causes,Transgender,1
8982,2020,Tamil Nadu,33,"Physical Abuse (Rape, Etc.)",Female,3
8983,2020,Tamil Nadu,33,"Physical Abuse (Rape, Etc.)",Male,3
8985,2020,Tamil Nadu,33,Poverty,Female,3
8986,2020,Tamil Nadu,33,Poverty,Male,33
8988,2020,Tamil Nadu,33,Professional/Career Problem,Female,20
8989,2020,Tamil Nadu,33,Professional/Career Problem,Male,136
8991,2020,Tamil Nadu,33,Property Dispute,Female,20
8992,2020,Tamil Nadu,33,Property Dispute,Male,77
8994,2020,Tamil Nadu,33,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Female,80
8995,2020,Tamil Nadu,33,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Male,73
8997,2020,Tamil Nadu,33,Unemployment,Female,15
8998,2020,Tamil Nadu,33,Unemployment,Male,320
8999,2020,Tamil Nadu,33,Unemployment,Transgender,1
9000,2020,Telangana,36,Bankruptcy Or Indebtedness,Female,202
9001,2020,Telangana,36,Bankruptcy Or Indebtedness,Male,745
9003,2020,Telangana,36,Causes Not Known,Female,94
9004,2020,Telangana,36,Causes Not Known,Male,523
9006,2020,Telangana,36,Death Of Dear Person,Female,13
9007,2020,Telangana,36,Death Of Dear Person,Male,15
9009,2020,Telangana,36,Drug Abuse/Alcoholic Addiction,Female,15
9010,2020,Telangana,36,Drug Abuse/Alcoholic Addiction,Male,62
9012,2020,Telangana,36,Failure In Examination,Female,29
9013,2020,Telangana,36,Failure In Examination,Male,37
9018,2020,Telangana,36,Family Problems,Female,1050
9019,2020,Telangana,36,Family Problems,Male,3140
9027,2020,Telangana,36,Illness (Aids/Std),Female,3
9028,2020,Telangana,36,Illness (Aids/Std),Male,12
9030,2020,Telangana,36,Illness (Cancer),Female,28
9031,2020,Telangana,36,Illness (Cancer),Male,41
9033,2020,Telangana,36,Illness (Insanity/Mental Illness),Female,190
9034,2020,Telangana,36,Illness (Insanity/Mental Illness),Male,198
9035,2020,Telangana,36,Illness (Insanity/Mental Illness),Transgender,1
9036,2020,Telangana,36,Illness (Other Prolonged Illness),Female,244
9037,2020,Telangana,36,Illness (Other Prolonged Illness),Male,143
9039,2020,Telangana,36,Illness (Paralysis),Female,22
9040,2020,Telangana,36,Illness (Paralysis),Male,68
9042,2020,Telangana,36,Illness (Total),Female,487
9043,2020,Telangana,36,Illness (Total),Male,462
9044,2020,Telangana,36,Illness (Total),Transgender,1
9045,2020,Telangana,36,Impotency/Infertility,Female,8
9046,2020,Telangana,36,Impotency/Infertility,Male,2
9048,2020,Telangana,36,Love Affairs,Female,53
9049,2020,Telangana,36,Love Affairs,Male,140
9051,2020,Telangana,36,Marriage Related Issues (Divorce),Female,26
9052,2020,Telangana,36,Marriage Related Issues (Divorce),Male,3
9057,2020,Telangana,36,Marriage Related Issues (Extra Marital Affairs),Female,21
9058,2020,Telangana,36,Marriage Related Issues (Extra Marital Affairs),Male,20
9060,2020,Telangana,36,Marriage Related Issues (Non-Settlement Of Marriage),Female,7
9061,2020,Telangana,36,Marriage Related Issues (Non-Settlement Of Marriage),Male,19
9063,2020,Telangana,36,Marriage Related Issues (Others),Female,8
9066,2020,Telangana,36,Marriage Related Issues (Total),Female,62
9067,2020,Telangana,36,Marriage Related Issues (Total),Male,42
9069,2020,Telangana,36,Other Causes,Female,127
9070,2020,Telangana,36,Other Causes,Male,659
9075,2020,Telangana,36,Poverty,Female,13
9076,2020,Telangana,36,Poverty,Male,47
9078,2020,Telangana,36,Professional/Career Problem,Female,5
9082,2020,Telangana,36,Property Dispute,Male,2
9087,2020,Telangana,36,Unemployment,Female,6
9088,2020,Telangana,36,Unemployment,Male,17
9091,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Bankruptcy Or Indebtedness,Male,3
9093,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Causes Not Known,Female,4
9094,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Causes Not Known,Male,19
9096,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Death Of Dear Person,Female,2
9097,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Death Of Dear Person,Male,1
9100,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Drug Abuse/Alcoholic Addiction,Male,17
9102,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Failure In Examination,Female,1
9103,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Failure In Examination,Male,2
9105,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Fall In Social Reputation,Female,1
9106,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Fall In Social Reputation,Male,4
9108,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Family Problems,Female,11
9109,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Family Problems,Male,27
9121,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Illness (Cancer),Male,5
9123,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Illness (Insanity/Mental Illness),Female,6
9124,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Illness (Insanity/Mental Illness),Male,9
9126,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Illness (Other Prolonged Illness),Female,5
9127,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Illness (Other Prolonged Illness),Male,2
9132,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Illness (Total),Female,11
9133,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Illness (Total),Male,16
9138,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Love Affairs,Female,6
9139,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Love Affairs,Male,13
9147,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Marriage Related Issues (Extra Marital Affairs),Female,4
9150,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Marriage Related Issues (Non-Settlement Of Marriage),Female,2
9151,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Marriage Related Issues (Non-Settlement Of Marriage),Male,1
9153,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Marriage Related Issues (Others),Female,1
9154,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Marriage Related Issues (Others),Male,1
9156,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Marriage Related Issues (Total),Female,7
9157,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Marriage Related Issues (Total),Male,2
9169,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Professional/Career Problem,Male,4
9175,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Male,1
9178,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Unemployment,Male,4
9183,2020,Tripura,16,Causes Not Known,Female,1
9184,2020,Tripura,16,Causes Not Known,Male,4
9190,2020,Tripura,16,Drug Abuse/Alcoholic Addiction,Male,1
9192,2020,Tripura,16,Failure In Examination,Female,15
9193,2020,Tripura,16,Failure In Examination,Male,20
9198,2020,Tripura,16,Family Problems,Female,138
9199,2020,Tripura,16,Family Problems,Male,365
9210,2020,Tripura,16,Illness (Cancer),Female,1
9211,2020,Tripura,16,Illness (Cancer),Male,7
9213,2020,Tripura,16,Illness (Insanity/Mental Illness),Female,32
9214,2020,Tripura,16,Illness (Insanity/Mental Illness),Male,105
9216,2020,Tripura,16,Illness (Other Prolonged Illness),Female,7
9217,2020,Tripura,16,Illness (Other Prolonged Illness),Male,16
9219,2020,Tripura,16,Illness (Paralysis),Female,2
9220,2020,Tripura,16,Illness (Paralysis),Male,5
9222,2020,Tripura,16,Illness (Total),Female,42
9223,2020,Tripura,16,Illness (Total),Male,133
9228,2020,Tripura,16,Love Affairs,Female,47
9229,2020,Tripura,16,Love Affairs,Male,50
9234,2020,Tripura,16,Marriage Related Issues (Dowry Related Issues),Female,2
9246,2020,Tripura,16,Marriage Related Issues (Total),Female,2
9249,2020,Tripura,16,Other Causes,Female,3
9250,2020,Tripura,16,Other Causes,Male,10
9262,2020,Tripura,16,Property Dispute,Male,1
9265,2020,Tripura,16,Suspected/ Illicit Relation (Other Than Extra Marital Affairs),Male,1
9267,2020,Tripura,16,Unemployment,Female,1
9268,2020,Tripura,16,Unemployment,Male,11
9273,2020,Uttar Pradesh,9,Causes Not Known,Female,92
9274,2020,Uttar Pradesh,9,Causes Not Known,Male,184
9276,2020,Uttar Pradesh,9,Death Of Dear Person,Female,14
9277,2020,Uttar Pradesh,9,Death Of Dear Person,Male,14
9279,2020,Uttar Pradesh,9,Drug Abuse/Alcoholic Addiction,Female,6
9280,2020,Uttar Pradesh,9,Drug Abuse/Alcoholic Addiction,Male,128
9282,2020,Uttar Pradesh,9,Failure In Examination,Female,43
9283,2020,Uttar Pradesh,9,Failure In Examination,Male,59
9285,2020,Uttar Pradesh,9,Fall In Social Reputation,Female,4
9286,2020,Uttar Pradesh,9,Fall In Social Reputation,Male,18
9288,2020,Uttar Pradesh,9,Family Problems,Female,623
9289,2020,Uttar Pradesh,9,Family Problems,Male,1329
9292,2020,Uttar Pradesh,9,Ideological Causes/Hero Worshipping,Male,9
9300,2020,Uttar Pradesh,9,Illness (Cancer),Female,3
9301,2020,Uttar Pradesh,9,Illness (Cancer),Male,9
9303,2020,Uttar Pradesh,9,Illness (Insanity/Mental Illness),Female,59
9304,2020,Uttar Pradesh,9,Illness (Insanity/Mental Illness),Male,128
9306,2020,Uttar Pradesh,9,Illness (Other Prolonged Illness),Female,47
9307,2020,Uttar Pradesh,9,Illness (Other Prolonged Illness),Male,90
9309,2020,Uttar Pradesh,9,Illness (Paralysis),Female,3
9310,2020,Uttar Pradesh,9,Illness (Paralysis),Male,5
9312,2020,Uttar Pradesh,9,Illness (Total),Female,112
9313,2020,Uttar Pradesh,9,Illness (Total),Male,232
9318,2020,Uttar Pradesh,9,Love Affairs,Female,88
9319,2020,Uttar Pradesh,9,Love Affairs,Male,195
9321,2020,Uttar Pradesh,9,Marriage Related Issues (Divorce),Female,24
9322,2020,Uttar Pradesh,9,Marriage Related Issues (Divorce),Male,14
